CI_Name,CI_Cat,CI_Subcat,Incident_ID,Status,Impact,Urgency,Priority,Category,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,No_of_Related_Incidents,No_of_Related_Changes,Region,Network_Type,Incident Description,Was_Reopened
WBA000144,application,Web Based Application,IM0041387,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 12:51,,05-03-2014 13:12,05-03-2014 13:12,"0,351666667",User error,1.0,,,NAM,5G Network,5G Network network slowdown affecting enterprise traffic | telecom workflow activity detected | network issue impacting operations | further network analysis required | impacting application services,0
SBA000131,application,Server Based Application,IM0041388,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 13:02,,05-03-2014 13:22,05-03-2014 13:22,"0,337222222",User error,1.0,,,LATAM,Mobile Core,network operations monitoring update | impacting application services | awaiting operational confirmation | Mobile Core telecom outage impacting regional services | requesting update regarding ongoing issue,0
SUB000113,subapplication,Server Based Application,IM0041389,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 13:12,,05-03-2014 13:44,05-03-2014 13:44,"0,544166667",User error,1.0,,,EMEA,Wireless Network,telecom workflow activity detected | impacting subapplication services | Wireless Network service degradation impacting users | active outage affecting telecom services | engineering review in progress,0
SBA000263,application,Server Based Application,IM0041390,Closed,5,5,5.0,request for information,closed,2.0,05-03-2014 13:51,,10-03-2014 12:48,10-03-2014 12:48,"3,04,53,88,889",Other,1.0,,,NAM,VPN Service,VPN Service connectivity fluctuations under investigation | network operations monitoring update | impacting application services | requesting update regarding ongoing issue | further network analysis required,0
DTA000616,application,Desktop Application,IM0041391,Closed,5,5,5.0,incident,closed,2.0,05-03-2014 13:55,,10-03-2014 08:45,10-03-2014 08:45,"2,60,58,61,111",Hardware,1.0,,,APAC,VPN Service,impacting application services | engineering review in progress | ongoing operational activity observed | VPN Service routing instability detected in network | service instability reported,0
SBA000805,application,Server Based Application,IM0041392,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 14:03,,05-03-2014 14:04,05-03-2014 14:04,"0,024444444",Other,1.0,,,NAM,Wireless Network,impacting application services | network degradation impacting enterprise traffic | network operations monitoring update | issue under telecom investigation | Wireless Network network slowdown affecting enterprise traffic,0
SBA000172,application,Server Based Application,IM0041393,Closed,3,3,3.0,incident,closed,2.0,05-03-2014 14:10,,07-03-2014 08:06,07-03-2014 08:07,"2,01,27,77,778",No error - works as designed,1.0,,,APAC,Core Network,Core Network service degradation impacting users | telecom workflow activity detected | critical operational issue detected | impacting application services | issue under telecom investigation,0
LAP000008,computer,Laptop,IM0041394,Closed,5,5,5.0,incident,closed,2.0,05-03-2014 14:29,,07-03-2014 13:38,07-03-2014 13:38,"1,88,53,05,556",Hardware,1.0,,,EMEA,5G Network,5G Network service degradation impacting users | active outage affecting telecom services | impacting computer services | engineering review in progress | network operations monitoring update,0
SBA000607,application,Server Based Application,IM0041395,Closed,4,4,4.0,incident,closed,1.0,05-03-2014 14:37,,06-03-2014 11:08,06-03-2014 11:08,"7,01,22,22,222",Other,1.0,,,APAC,Wireless Network,impacting application services | Wireless Network intermittent wireless instability observed | telecom workflow activity detected | telecom disruption identified | ticket escalated to telecom support,0
SBA000609,application,Server Based Application,IM0041396,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 15:05,,06-03-2014 11:37,06-03-2014 11:38,"7,04,47,22,222",Other,1.0,,,NAM,VPN Service,impacting application services | awaiting operational confirmation | VPN Service traffic congestion affecting node performance | telecom ticket under investigation | seeking status update for telecom issue,0
LAP000012,computer,Laptop,IM0041397,Closed,5,5,5.0,incident,closed,6.0,05-03-2014 15:08,,25-03-2014 11:49,25-03-2014 11:49,"1,42,51,47,222",Hardware,1.0,,,APAC,Fiber Network,Fiber Network vpn disruption affecting connectivity | requires infrastructure verification | network degradation impacting enterprise traffic | impacting computer services | network operations monitoring update,0
SUB000456,subapplication,Web Based Application,IM0041398,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 15:09,,05-03-2014 15:22,05-03-2014 15:22,"0,209722222",Operator error,1.0,,,LATAM,Core Network,issue under telecom investigation | active outage affecting telecom services | telecom workflow activity detected | impacting subapplication services | Core Network routing instability detected in network,0
DTA000023,application,Desktop Application,IM0041399,Closed,5,5,5.0,incident,closed,0.0,05-03-2014 15:21,,05-03-2014 16:42,05-03-2014 16:42,"1,35,91,66,667",Software,1.0,,,APAC,Core Network,ongoing operational activity observed | service instability reported | issue under telecom investigation | impacting application services | Core Network routing instability detected in network,0
SBA000607,application,Server Based Application,IM0041400,Closed,5,5,5.0,incident,closed,1.0,05-03-2014 15:25,,06-03-2014 11:23,06-03-2014 11:23,"6,46,16,66,667",Other,1.0,,,APAC,Core Network,ongoing operational activity observed | impacting application services | Core Network service degradation impacting users | active outage affecting telecom services | monitoring ongoing service issue,0
WBA000018,application,Web Based Application,IM0041401,Closed,4,4,4.0,incident,closed,5.0,05-03-2014 15:26,,06-03-2014 14:08,06-03-2014 14:08,"9,19,30,55,556",Data,1.0,,,EMEA,Wireless Network,ticket escalated to telecom support | telecom disruption identified | impacting application services | Wireless Network service degradation impacting users | telecom ticket under investigation,0
SBA000844,application,Server Based Application,IM0041402,Closed,3,3,3.0,incident,closed,0.0,05-03-2014 15:31,,06-03-2014 12:41,06-03-2014 12:47,"7,77,44,44,444",Other,1.0,,,NAM,5G Network,5G Network network slowdown affecting enterprise traffic | ticket escalated to telecom support | impacting application services | critical operational issue detected | network operations monitoring update,0
SUB000436,subapplication,Web Based Application,IM0041403,Closed,5,5,5.0,incident,closed,1.0,05-03-2014 15:45,10-03-2014 08:49,13-03-2014 08:51,13-03-2014 08:51,"7,70,66,66,667",Other,2.0,,,NAM,Mobile Core,telecom workflow activity detected | requires infrastructure verification | impacting subapplication services | network issue impacting operations | Mobile Core intermittent wireless instability observed,1
WBA000133,application,Web Based Application,IM0041405,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 15:52,,06-03-2014 12:53,06-03-2014 12:53,"7,51,63,88,889",Other,1.0,,,NAM,VPN Service,impacting application services | further network analysis required | VPN Service connectivity fluctuations under investigation | request raised for outage escalation support | telecom ticket under investigation,0
SUB000456,subapplication,Web Based Application,IM0041406,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 15:59,,05-03-2014 16:30,05-03-2014 16:30,"0,509444444",User error,1.0,,,APAC,5G Network,impacting subapplication services | 5G Network traffic congestion affecting node performance | telecom ticket under investigation | active outage affecting telecom services | engineering review in progress,0
SBA000416,application,Server Based Application,IM0041407,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 16:16,,06-03-2014 11:52,06-03-2014 11:54,"5,16,41,66,667",No error - works as designed,1.0,,,APAC,5G Network,impacting application services | 5G Network connectivity fluctuations under investigation | telecom ticket under investigation | requires infrastructure verification | service instability reported,0
WBA000103,application,Web Based Application,IM0041408,Closed,4,4,4.0,incident,closed,2.0,05-03-2014 16:17,,06-03-2014 13:03,06-03-2014 13:03,"7,27,47,22,222",User error,1.0,,,APAC,Wireless Network,issue under telecom investigation | Wireless Network intermittent wireless instability observed | impacting application services | telecom ticket under investigation | service instability reported,0
SUB000456,subapplication,Web Based Application,IM0041409,Closed,4,4,4.0,incident,closed,1.0,05-03-2014 16:35,,07-03-2014 15:03,07-03-2014 15:04,"1,94,88,88,889",User error,1.0,,,APAC,Core Network,impacting subapplication services | urgent investigation required for telecom disruption | Core Network intermittent wireless instability observed | network operations monitoring update | awaiting operational confirmation,0
SBA000300,application,Server Based Application,IM0041410,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 16:37,,06-03-2014 16:10,06-03-2014 16:12,"1,94,77,77,778",No error - works as designed,1.0,,,EMEA,VPN Service,VPN Service packet loss affecting telecom traffic | network degradation impacting enterprise traffic | impacting application services | further network analysis required | network operations monitoring update,0
SBA000460,application,Server Based Application,IM0041411,Closed,4,4,4.0,incident,closed,1.0,05-03-2014 11:13,,05-03-2014 14:19,05-03-2014 14:19,"3,09,22,22,222",Data,1.0,,,LATAM,Core Network,telecom ticket under investigation | impacting application services | service instability reported | ticket escalated to telecom support | Core Network service degradation impacting users,0
DTA000616,application,Desktop Application,IM0041412,Closed,3,3,3.0,incident,closed,2.0,05-03-2014 11:14,,11-03-2014 15:17,11-03-2014 15:17,"4,60,475",Software,2.0,,,APAC,Core Network,network operations monitoring update | Core Network service degradation impacting users | monitoring ongoing service issue | impacting application services | network issue impacting operations,0
SUB000521,subapplication,Web Based Application,IM0041413,Closed,4,4,4.0,incident,closed,0.0,05-03-2014 11:16,,05-03-2014 12:21,05-03-2014 12:22,"1,09,16,66,667",Software,1.0,,,NAM,5G Network,telecom workflow activity detected | impacting subapplication services | urgent investigation required for telecom disruption | 5G Network service degradation impacting users | monitoring ongoing service issue,0
SBA000689,application,Server Based Application,IM0041414,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 11:18,,05-03-2014 12:05,05-03-2014 12:05,"0,790277778",No error - works as designed,1.0,,,APAC,Core Network,Core Network packet loss affecting telecom traffic | request raised for operational review | engineering review in progress | impacting application services | telecom ticket under investigation,0
SBA000460,application,Server Based Application,IM0041415,Closed,4,4,4.0,incident,closed,1.0,05-03-2014 11:19,,05-03-2014 14:33,05-03-2014 14:33,"3,24,52,77,778",Data,1.0,,,NAM,Core Network,Core Network network slowdown affecting enterprise traffic | impacting application services | requires infrastructure verification | network operations monitoring update | active outage affecting telecom services,0
SBA000607,application,Server Based Application,IM0041416,Closed,4,4,4.0,incident,closed,7.0,05-03-2014 11:27,,21-03-2014 09:41,21-03-2014 09:41,"1,24,23,63,889",Other,1.0,,,APAC,VPN Service,service instability reported | impacting application services | telecom ticket under investigation | VPN Service network latency impacting operations | engineering review in progress,0
SBA000609,application,Server Based Application,IM0041417,Closed,5,5,5.0,request for information,closed,0.0,05-03-2014 11:29,,05-03-2014 11:44,05-03-2014 11:44,"0,260277778",Other,1.0,,,APAC,VPN Service,request raised for operational review | impacting application services | telecom ticket under investigation | VPN Service network slowdown affecting enterprise traffic | ticket escalated to telecom support,0
SBA000607,application,Server Based Application,IM0041418,Closed,4,4,4.0,incident,closed,5.0,05-03-2014 11:38,,06-03-2014 15:44,06-03-2014 15:44,"1,45,97,22,222",Other,1.0,,,LATAM,Core Network,telecom workflow activity detected | network issue impacting operations | impacting application services | monitoring ongoing service issue | Core Network vpn disruption affecting connectivity,0
